date,type,value
2025-12-20,HKCategoryValueSleepAnalysisAsleepCore,285.0
2025-12-20,HKCategoryValueSleepAnalysisAsleepDeep,84.0
2025-12-20,HKCategoryValueSleepAnalysisAsleepREM,103.0
2025-12-20,HKQuantityTypeIdentifierRestingHeartRate,52.0
2025-12-20,HKQuantityTypeIdentifierStepCount,12375.0
2025-12-20,HKQuantityTypeIdentifierAppleExerciseTime,123.0
2025-12-20,training_load_score,159.0
2025-12-20,stress_score,12.136859650440956
2025-12-21,HKCategoryValueSleepAnalysisAsleepCore,285.0
2025-12-21,HKCategoryValueSleepAnalysisAsleepDeep,84.0
2025-12-21,HKCategoryValueSleepAnalysisAsleepREM,103.0
2025-12-21,HKQuantityTypeIdentifierRestingHeartRate,51.0
2025-12-21,HKQuantityTypeIdentifierStepCount,13566.0
2025-12-21,HKQuantityTypeIdentifierAppleExerciseTime,135.0
2025-12-21,training_load_score,172.0
2025-12-21,stress_score,31.301832000388515
2025-12-22,HKCategoryValueSleepAnalysisAsleepCore,270.0
2025-12-22,HKCategoryValueSleepAnalysisAsleepDeep,81.0
2025-12-22,HKCategoryValueSleepAnalysisAsleepREM,99.0
2025-12-22,HKQuantityTypeIdentifierRestingHeartRate,55.0
2025-12-22,HKQuantityTypeIdentifierStepCount,12264.0
2025-12-22,HKQuantityTypeIdentifierAppleExerciseTime,122.0
2025-12-22,training_load_score,167.0
2025-12-22,stress_score,33.48344675539355
2025-12-23,HKCategoryValueSleepAnalysisAsleepCore,305.0
2025-12-23,HKCategoryValueSleepAnalysisAsleepDeep,91.0
2025-12-23,HKCategoryValueSleepAnalysisAsleepREM,111.0
2025-12-23,HKQuantityTypeIdentifierRestingHeartRate,52.0
2025-12-23,HKQuantityTypeIdentifierStepCount,11965.0
2025-12-23,HKQuantityTypeIdentifierAppleExerciseTime,119.0
2025-12-23,training_load_score,154.0
2025-12-23,stress_score,12.398728999424472
2025-12-24,HKCategoryValueSleepAnalysisAsleepCore,288.0
2025-12-24,HKCategoryValueSleepAnalysisAsleepDeep,85.0
2025-12-24,HKCategoryValueSleepAnalysisAsleepREM,104.0
2025-12-24,HKQuantityTypeIdentifierRestingHeartRate,50.0
2025-12-24,HKQuantityTypeIdentifierStepCount,11700.0
2025-12-24,HKQuantityTypeIdentifierAppleExerciseTime,117.0
2025-12-24,training_load_score,146.0
2025-12-24,stress_score,26.73852998479792
2025-12-25,HKCategoryValueSleepAnalysisAsleepCore,291.0
2025-12-25,HKCategoryValueSleepAnalysisAsleepDeep,86.0
2025-12-25,HKCategoryValueSleepAnalysisAsleepREM,106.0
2025-12-25,HKQuantityTypeIdentifierRestingHeartRate,55.0
2025-12-25,HKQuantityTypeIdentifierStepCount,11288.0
2025-12-25,HKQuantityTypeIdentifierAppleExerciseTime,112.0
2025-12-25,training_load_score,154.0
2025-12-25,stress_score,21.858832530307684
2025-12-26,HKCategoryValueSleepAnalysisAsleepCore,270.0
2025-12-26,HKCategoryValueSleepAnalysisAsleepDeep,81.0
2025-12-26,HKCategoryValueSleepAnalysisAsleepREM,99.0
2025-12-26,HKQuantityTypeIdentifierRestingHeartRate,51.0
2025-12-26,HKQuantityTypeIdentifierStepCount,13237.0
2025-12-26,HKQuantityTypeIdentifierAppleExerciseTime,132.0
2025-12-26,training_load_score,168.0
2025-12-26,stress_score,38.76714877260618
2025-12-27,HKCategoryValueSleepAnalysisAsleepCore,273.0
2025-12-27,HKCategoryValueSleepAnalysisAsleepDeep,81.0
2025-12-27,HKCategoryValueSleepAnalysisAsleepREM,99.0
2025-12-27,HKQuantityTypeIdentifierRestingHeartRate,49.0
2025-12-27,HKQuantityTypeIdentifierStepCount,12455.0
2025-12-27,HKQuantityTypeIdentifierAppleExerciseTime,124.0
2025-12-27,training_load_score,151.0
2025-12-27,stress_score,31.28386178970821
2025-12-28,HKCategoryValueSleepAnalysisAsleepCore,281.0
2025-12-28,HKCategoryValueSleepAnalysisAsleepDeep,83.0
2025-12-28,HKCategoryValueSleepAnalysisAsleepREM,102.0
2025-12-28,HKQuantityTypeIdentifierRestingHeartRate,48.0
2025-12-28,HKQuantityTypeIdentifierStepCount,11331.0
2025-12-28,HKQuantityTypeIdentifierAppleExerciseTime,113.0
2025-12-28,training_load_score,135.0
2025-12-28,stress_score,38.05597243999927
2025-12-29,HKCategoryValueSleepAnalysisAsleepCore,271.0
2025-12-29,HKCategoryValueSleepAnalysisAsleepDeep,80.0
2025-12-29,HKCategoryValueSleepAnalysisAsleepREM,98.0
2025-12-29,HKQuantityTypeIdentifierRestingHeartRate,53.0
2025-12-29,HKQuantityTypeIdentifierStepCount,13148.0
2025-12-29,HKQuantityTypeIdentifierAppleExerciseTime,131.0
2025-12-29,training_load_score,173.0
2025-12-29,stress_score,34.608076189262135
2025-12-30,HKCategoryValueSleepAnalysisAsleepCore,281.0
2025-12-30,HKCategoryValueSleepAnalysisAsleepDeep,84.0
2025-12-30,HKCategoryValueSleepAnalysisAsleepREM,102.0
2025-12-30,HKQuantityTypeIdentifierRestingHeartRate,53.0
2025-12-30,HKQuantityTypeIdentifierStepCount,12302.0
2025-12-30,HKQuantityTypeIdentifierAppleExerciseTime,123.0
2025-12-30,training_load_score,162.0
2025-12-30,stress_score,40.09687876434301
2025-12-31,HKCategoryValueSleepAnalysisAsleepCore,299.0
2025-12-31,HKCategoryValueSleepAnalysisAsleepDeep,89.0
2025-12-31,HKCategoryValueSleepAnalysisAsleepREM,109.0
2025-12-31,HKQuantityTypeIdentifierRestingHeartRate,52.0
2025-12-31,HKQuantityTypeIdentifierStepCount,12197.0
2025-12-31,HKQuantityTypeIdentifierAppleExerciseTime,121.0
2025-12-31,training_load_score,157.0
2025-12-31,stress_score,4.488338928042903
2026-01-01,HKCategoryValueSleepAnalysisAsleepCore,300.0
2026-01-01,HKCategoryValueSleepAnalysisAsleepDeep,90.0
2026-01-01,HKCategoryValueSleepAnalysisAsleepREM,110.0
2026-01-01,HKQuantityTypeIdentifierRestingHeartRate,52.0
2026-01-01,HKQuantityTypeIdentifierStepCount,13981.0
2026-01-01,HKQuantityTypeIdentifierAppleExerciseTime,139.0
2026-01-01,training_load_score,180.0
2026-01-01,stress_score,25.800251506593398
2026-01-02,HKCategoryValueSleepAnalysisAsleepCore,270.0
2026-01-02,HKCategoryValueSleepAnalysisAsleepDeep,80.0
2026-01-02,HKCategoryValueSleepAnalysisAsleepREM,98.0
2026-01-02,HKQuantityTypeIdentifierRestingHeartRate,48.0
2026-01-02,HKQuantityTypeIdentifierStepCount,14711.0
2026-01-02,HKQuantityTypeIdentifierAppleExerciseTime,147.0
2026-01-02,training_load_score,176.0
2026-01-02,stress_score,28.16154266800961
2026-01-03,HKCategoryValueSleepAnalysisAsleepCore,291.0
2026-01-03,HKCategoryValueSleepAnalysisAsleepDeep,87.0
2026-01-03,HKCategoryValueSleepAnalysisAsleepREM,106.0
2026-01-03,HKQuantityTypeIdentifierRestingHeartRate,52.0
2026-01-03,HKQuantityTypeIdentifierStepCount,14206.0
2026-01-03,HKQuantityTypeIdentifierAppleExerciseTime,142.0
2026-01-03,training_load_score,184.0
2026-01-03,stress_score,18.317919618279383
2026-01-04,HKCategoryValueSleepAnalysisAsleepCore,274.0
2026-01-04,HKCategoryValueSleepAnalysisAsleepDeep,82.0
2026-01-04,HKCategoryValueSleepAnalysisAsleepREM,100.0
2026-01-04,HKQuantityTypeIdentifierRestingHeartRate,54.0
2026-01-04,HKQuantityTypeIdentifierStepCount,11797.0
2026-01-04,HKQuantityTypeIdentifierAppleExerciseTime,117.0
2026-01-04,training_load_score,157.0
2026-01-04,stress_score,29.132832474767994
2026-01-05,HKCategoryValueSleepAnalysisAsleepCore,253.0
2026-01-05,HKCategoryValueSleepAnalysisAsleepDeep,75.0
2026-01-05,HKCategoryValueSleepAnalysisAsleepREM,92.0
2026-01-05,HKQuantityTypeIdentifierRestingHeartRate,46.0
2026-01-05,HKQuantityTypeIdentifierStepCount,12960.0
2026-01-05,HKQuantityTypeIdentifierAppleExerciseTime,129.0
2026-01-05,training_load_score,148.0
2026-01-05,stress_score,55.52676202280008
2026-01-06,HKCategoryValueSleepAnalysisAsleepCore,274.0
2026-01-06,HKCategoryValueSleepAnalysisAsleepDeep,82.0
2026-01-06,HKCategoryValueSleepAnalysisAsleepREM,100.0
2026-01-06,HKQuantityTypeIdentifierRestingHeartRate,54.0
2026-01-06,HKQuantityTypeIdentifierStepCount,12406.0
2026-01-06,HKQuantityTypeIdentifierAppleExerciseTime,124.0
2026-01-06,training_load_score,167.0
2026-01-06,stress_score,11.954598607660646
2026-01-07,HKCategoryValueSleepAnalysisAsleepCore,294.0
2026-01-07,HKCategoryValueSleepAnalysisAsleepDeep,87.0
2026-01-07,HKCategoryValueSleepAnalysisAsleepREM,107.0
2026-01-07,HKQuantityTypeIdentifierRestingHeartRate,51.0
2026-01-07,HKQuantityTypeIdentifierStepCount,13408.0
2026-01-07,HKQuantityTypeIdentifierAppleExerciseTime,134.0
2026-01-07,training_load_score,170.0
2026-01-07,stress_score,20.45962577980077
2026-01-08,HKCategoryValueSleepAnalysisAsleepCore,286.0
2026-01-08,HKCategoryValueSleepAnalysisAsleepDeep,85.0
2026-01-08,HKCategoryValueSleepAnalysisAsleepREM,104.0
2026-01-08,HKQuantityTypeIdentifierRestingHeartRate,49.0
2026-01-08,HKQuantityTypeIdentifierStepCount,13312.0
2026-01-08,HKQuantityTypeIdentifierAppleExerciseTime,133.0
2026-01-08,training_load_score,162.0
2026-01-08,stress_score,9.81009159809015
2026-01-09,HKCategoryValueSleepAnalysisAsleepCore,313.0
2026-01-09,HKCategoryValueSleepAnalysisAsleepDeep,93.0
2026-01-09,HKCategoryValueSleepAnalysisAsleepREM,114.0
2026-01-09,HKQuantityTypeIdentifierRestingHeartRate,52.0
2026-01-09,HKQuantityTypeIdentifierStepCount,13347.0
2026-01-09,HKQuantityTypeIdentifierAppleExerciseTime,133.0
2026-01-09,training_load_score,172.0
2026-01-09,stress_score,17.140274826553284
2026-01-10,HKCategoryValueSleepAnalysisAsleepCore,279.0
2026-01-10,HKCategoryValueSleepAnalysisAsleepDeep,83.0
2026-01-10,HKCategoryValueSleepAnalysisAsleepREM,101.0
2026-01-10,HKQuantityTypeIdentifierRestingHeartRate,52.0
2026-01-10,HKQuantityTypeIdentifierStepCount,13421.0
2026-01-10,HKQuantityTypeIdentifierAppleExerciseTime,134.0
2026-01-10,training_load_score,174.0
2026-01-10,stress_score,26.694495053466408
