date,type,value
2025-12-19,HKCategoryValueSleepAnalysisAsleepCore,219.0
2025-12-19,HKCategoryValueSleepAnalysisAsleepDeep,65.0
2025-12-19,HKCategoryValueSleepAnalysisAsleepREM,80.0
2025-12-19,HKQuantityTypeIdentifierRestingHeartRate,74.0
2025-12-19,HKQuantityTypeIdentifierStepCount,4696.0
2025-12-19,HKQuantityTypeIdentifierAppleExerciseTime,46.0
2025-12-19,training_load_score,85.0
2025-12-19,stress_score,45.30922849543381
2025-12-20,HKCategoryValueSleepAnalysisAsleepCore,258.0
2025-12-20,HKCategoryValueSleepAnalysisAsleepDeep,76.0
2025-12-20,HKCategoryValueSleepAnalysisAsleepREM,93.0
2025-12-20,HKQuantityTypeIdentifierRestingHeartRate,68.0
2025-12-20,HKQuantityTypeIdentifierStepCount,4742.0
2025-12-20,HKQuantityTypeIdentifierAppleExerciseTime,47.0
2025-12-20,training_load_score,79.0
2025-12-20,stress_score,44.04966533996313
2025-12-21,HKCategoryValueSleepAnalysisAsleepCore,214.0
2025-12-21,HKCategoryValueSleepAnalysisAsleepDeep,63.0
2025-12-21,HKCategoryValueSleepAnalysisAsleepREM,78.0
2025-12-21,HKQuantityTypeIdentifierRestingHeartRate,77.0
2025-12-21,HKQuantityTypeIdentifierStepCount,4024.0
2025-12-21,HKQuantityTypeIdentifierAppleExerciseTime,40.0
2025-12-21,training_load_score,77.0
2025-12-21,stress_score,61.46386086278449
2025-12-22,HKCategoryValueSleepAnalysisAsleepCore,191.0
2025-12-22,HKCategoryValueSleepAnalysisAsleepDeep,57.0
2025-12-22,HKCategoryValueSleepAnalysisAsleepREM,69.0
2025-12-22,HKQuantityTypeIdentifierRestingHeartRate,72.0
2025-12-22,HKQuantityTypeIdentifierStepCount,6333.0
2025-12-22,HKQuantityTypeIdentifierAppleExerciseTime,63.0
2025-12-22,training_load_score,113.0
2025-12-22,stress_score,55.87617665315252
2025-12-23,HKCategoryValueSleepAnalysisAsleepCore,262.0
2025-12-23,HKCategoryValueSleepAnalysisAsleepDeep,78.0
2025-12-23,HKCategoryValueSleepAnalysisAsleepREM,95.0
2025-12-23,HKQuantityTypeIdentifierRestingHeartRate,72.0
2025-12-23,HKQuantityTypeIdentifierStepCount,5216.0
2025-12-23,HKQuantityTypeIdentifierAppleExerciseTime,52.0
2025-12-23,training_load_score,93.0
2025-12-23,stress_score,50.37070126260062
2025-12-24,HKCategoryValueSleepAnalysisAsleepCore,217.0
2025-12-24,HKCategoryValueSleepAnalysisAsleepDeep,64.0
2025-12-24,HKCategoryValueSleepAnalysisAsleepREM,78.0
2025-12-24,HKQuantityTypeIdentifierRestingHeartRate,70.0
2025-12-24,HKQuantityTypeIdentifierStepCount,5416.0
2025-12-24,HKQuantityTypeIdentifierAppleExerciseTime,54.0
2025-12-24,training_load_score,94.0
2025-12-24,stress_score,55.37986393095782
2025-12-25,HKCategoryValueSleepAnalysisAsleepCore,201.0
2025-12-25,HKCategoryValueSleepAnalysisAsleepDeep,59.0
2025-12-25,HKCategoryValueSleepAnalysisAsleepREM,73.0
2025-12-25,HKQuantityTypeIdentifierRestingHeartRate,60.0
2025-12-25,HKQuantityTypeIdentifierStepCount,6798.0
2025-12-25,HKQuantityTypeIdentifierAppleExerciseTime,67.0
2025-12-25,training_load_score,100.0
2025-12-25,stress_score,34.77936403585047
2025-12-26,HKCategoryValueSleepAnalysisAsleepCore,214.0
2025-12-26,HKCategoryValueSleepAnalysisAsleepDeep,64.0
2025-12-26,HKCategoryValueSleepAnalysisAsleepREM,78.0
2025-12-26,HKQuantityTypeIdentifierRestingHeartRate,68.0
2025-12-26,HKQuantityTypeIdentifierStepCount,5680.0
2025-12-26,HKQuantityTypeIdentifierAppleExerciseTime,56.0
2025-12-26,training_load_score,95.0
2025-12-26,stress_score,59.641663653600276
2025-12-27,HKCategoryValueSleepAnalysisAsleepCore,214.0
2025-12-27,HKCategoryValueSleepAnalysisAsleepDeep,64.0
2025-12-27,HKCategoryValueSleepAnalysisAsleepREM,78.0
2025-12-27,HKQuantityTypeIdentifierRestingHeartRate,77.0
2025-12-27,HKQuantityTypeIdentifierStepCount,6154.0
2025-12-27,HKQuantityTypeIdentifierAppleExerciseTime,61.0
2025-12-27,training_load_score,117.0
2025-12-27,stress_score,34.956452590444755
2025-12-28,HKCategoryValueSleepAnalysisAsleepCore,213.0
2025-12-28,HKCategoryValueSleepAnalysisAsleepDeep,63.0
2025-12-28,HKCategoryValueSleepAnalysisAsleepREM,77.0
2025-12-28,HKQuantityTypeIdentifierRestingHeartRate,74.0
2025-12-28,HKQuantityTypeIdentifierStepCount,5594.0
2025-12-28,HKQuantityTypeIdentifierAppleExerciseTime,55.0
2025-12-28,training_load_score,101.0
2025-12-28,stress_score,37.679834146302305
2025-12-29,HKCategoryValueSleepAnalysisAsleepCore,208.0
2025-12-29,HKCategoryValueSleepAnalysisAsleepDeep,62.0
2025-12-29,HKCategoryValueSleepAnalysisAsleepREM,75.0
2025-12-29,HKQuantityTypeIdentifierRestingHeartRate,71.0
2025-12-29,HKQuantityTypeIdentifierStepCount,6531.0
2025-12-29,HKQuantityTypeIdentifierAppleExerciseTime,65.0
2025-12-29,training_load_score,115.0
2025-12-29,stress_score,38.64220380964504
2025-12-30,HKCategoryValueSleepAnalysisAsleepCore,203.0
2025-12-30,HKCategoryValueSleepAnalysisAsleepDeep,60.0
2025-12-30,HKCategoryValueSleepAnalysisAsleepREM,74.0
2025-12-30,HKQuantityTypeIdentifierRestingHeartRate,72.0
2025-12-30,HKQuantityTypeIdentifierStepCount,4725.0
2025-12-30,HKQuantityTypeIdentifierAppleExerciseTime,47.0
2025-12-30,training_load_score,84.0
2025-12-30,stress_score,57.952029053581825
2025-12-31,HKCategoryValueSleepAnalysisAsleepCore,216.0
2025-12-31,HKCategoryValueSleepAnalysisAsleepDeep,64.0
2025-12-31,HKCategoryValueSleepAnalysisAsleepREM,78.0
2025-12-31,HKQuantityTypeIdentifierRestingHeartRate,68.0
2025-12-31,HKQuantityTypeIdentifierStepCount,5086.0
2025-12-31,HKQuantityTypeIdentifierAppleExerciseTime,50.0
2025-12-31,training_load_score,85.0
2025-12-31,stress_score,40.54708442943611
2026-01-01,HKCategoryValueSleepAnalysisAsleepCore,229.0
2026-01-01,HKCategoryValueSleepAnalysisAsleepDeep,68.0
2026-01-01,HKCategoryValueSleepAnalysisAsleepREM,83.0
2026-01-01,HKQuantityTypeIdentifierRestingHeartRate,71.0
2026-01-01,HKQuantityTypeIdentifierStepCount,6674.0
2026-01-01,HKQuantityTypeIdentifierAppleExerciseTime,66.0
2026-01-01,training_load_score,117.0
2026-01-01,stress_score,33.181816442032336
2026-01-02,HKCategoryValueSleepAnalysisAsleepCore,214.0
2026-01-02,HKCategoryValueSleepAnalysisAsleepDeep,64.0
2026-01-02,HKCategoryValueSleepAnalysisAsleepREM,78.0
2026-01-02,HKQuantityTypeIdentifierRestingHeartRate,70.0
2026-01-02,HKQuantityTypeIdentifierStepCount,6476.0
2026-01-02,HKQuantityTypeIdentifierAppleExerciseTime,64.0
2026-01-02,training_load_score,112.0
2026-01-02,stress_score,63.29005666185975
2026-01-03,HKCategoryValueSleepAnalysisAsleepCore,200.0
2026-01-03,HKCategoryValueSleepAnalysisAsleepDeep,59.0
2026-01-03,HKCategoryValueSleepAnalysisAsleepREM,73.0
2026-01-03,HKQuantityTypeIdentifierRestingHeartRate,73.0
2026-01-03,HKQuantityTypeIdentifierStepCount,3952.0
2026-01-03,HKQuantityTypeIdentifierAppleExerciseTime,39.0
2026-01-03,training_load_score,71.0
2026-01-03,stress_score,60.08041834112582
2026-01-04,HKCategoryValueSleepAnalysisAsleepCore,207.0
2026-01-04,HKCategoryValueSleepAnalysisAsleepDeep,61.0
2026-01-04,HKCategoryValueSleepAnalysisAsleepREM,75.0
2026-01-04,HKQuantityTypeIdentifierRestingHeartRate,77.0
2026-01-04,HKQuantityTypeIdentifierStepCount,6252.0
2026-01-04,HKQuantityTypeIdentifierAppleExerciseTime,62.0
2026-01-04,training_load_score,119.0
2026-01-04,stress_score,43.6923708619606
2026-01-05,HKCategoryValueSleepAnalysisAsleepCore,228.0
2026-01-05,HKCategoryValueSleepAnalysisAsleepDeep,68.0
2026-01-05,HKCategoryValueSleepAnalysisAsleepREM,83.0
2026-01-05,HKQuantityTypeIdentifierRestingHeartRate,69.0
2026-01-05,HKQuantityTypeIdentifierStepCount,6346.0
2026-01-05,HKQuantityTypeIdentifierAppleExerciseTime,63.0
2026-01-05,training_load_score,108.0
2026-01-05,stress_score,42.33401719905748
2026-01-06,HKCategoryValueSleepAnalysisAsleepCore,218.0
2026-01-06,HKCategoryValueSleepAnalysisAsleepDeep,64.0
2026-01-06,HKCategoryValueSleepAnalysisAsleepREM,79.0
2026-01-06,HKQuantityTypeIdentifierRestingHeartRate,68.0
2026-01-06,HKQuantityTypeIdentifierStepCount,4677.0
2026-01-06,HKQuantityTypeIdentifierAppleExerciseTime,46.0
2026-01-06,training_load_score,78.0
2026-01-06,stress_score,34.77298690502538
2026-01-07,HKCategoryValueSleepAnalysisAsleepCore,238.0
2026-01-07,HKCategoryValueSleepAnalysisAsleepDeep,71.0
2026-01-07,HKCategoryValueSleepAnalysisAsleepREM,86.0
2026-01-07,HKQuantityTypeIdentifierRestingHeartRate,76.0
2026-01-07,HKQuantityTypeIdentifierStepCount,5009.0
2026-01-07,HKQuantityTypeIdentifierAppleExerciseTime,50.0
2026-01-07,training_load_score,95.0
2026-01-07,stress_score,47.38177853922387
2026-01-08,HKCategoryValueSleepAnalysisAsleepCore,268.0
2026-01-08,HKCategoryValueSleepAnalysisAsleepDeep,79.0
2026-01-08,HKCategoryValueSleepAnalysisAsleepREM,97.0
2026-01-08,HKQuantityTypeIdentifierRestingHeartRate,70.0
2026-01-08,HKQuantityTypeIdentifierStepCount,6106.0
2026-01-08,HKQuantityTypeIdentifierAppleExerciseTime,61.0
2026-01-08,training_load_score,106.0
2026-01-08,stress_score,34.93845882411757
2026-01-09,HKCategoryValueSleepAnalysisAsleepCore,233.0
2026-01-09,HKCategoryValueSleepAnalysisAsleepDeep,69.0
2026-01-09,HKCategoryValueSleepAnalysisAsleepREM,85.0
2026-01-09,HKQuantityTypeIdentifierRestingHeartRate,68.0
2026-01-09,HKQuantityTypeIdentifierStepCount,6063.0
2026-01-09,HKQuantityTypeIdentifierAppleExerciseTime,60.0
2026-01-09,training_load_score,102.0
2026-01-09,stress_score,27.5221606412911
2026-01-10,HKCategoryValueSleepAnalysisAsleepCore,237.0
2026-01-10,HKCategoryValueSleepAnalysisAsleepDeep,70.0
2026-01-10,HKCategoryValueSleepAnalysisAsleepREM,86.0
2026-01-10,HKQuantityTypeIdentifierRestingHeartRate,67.0
2026-01-10,HKQuantityTypeIdentifierStepCount,6963.0
2026-01-10,HKQuantityTypeIdentifierAppleExerciseTime,69.0
2026-01-10,training_load_score,115.0
2026-01-10,stress_score,43.26919654759216
