date,type,value
2025-12-28,training_load_score,52.0
2025-12-28,stress_score,88.91361491940499
2025-12-29,HKCategoryValueSleepAnalysisAsleepCore,158.0
2025-12-29,HKCategoryValueSleepAnalysisAsleepDeep,47.0
2025-12-29,HKCategoryValueSleepAnalysisAsleepREM,57.0
2025-12-29,HKQuantityTypeIdentifierRestingHeartRate,79.0
2025-12-29,HKQuantityTypeIdentifierStepCount,2688.0
2025-12-29,HKQuantityTypeIdentifierAppleExerciseTime,26.0
2025-12-29,training_load_score,51.0
2025-12-29,stress_score,54.84524668706331
2025-12-30,HKCategoryValueSleepAnalysisAsleepCore,173.0
2025-12-30,HKCategoryValueSleepAnalysisAsleepDeep,51.0
2025-12-30,HKCategoryValueSleepAnalysisAsleepREM,62.0
2025-12-30,HKQuantityTypeIdentifierRestingHeartRate,86.0
2025-12-30,HKQuantityTypeIdentifierStepCount,2298.0
2025-12-30,HKQuantityTypeIdentifierAppleExerciseTime,22.0
2025-12-30,training_load_score,47.0
2025-12-30,stress_score,56.54172282771886
2025-12-31,HKCategoryValueSleepAnalysisAsleepCore,188.0
2025-12-31,HKCategoryValueSleepAnalysisAsleepDeep,56.0
2025-12-31,HKCategoryValueSleepAnalysisAsleepREM,68.0
2025-12-31,HKQuantityTypeIdentifierRestingHeartRate,91.0
2025-12-31,HKQuantityTypeIdentifierStepCount,2487.0
2025-12-31,HKQuantityTypeIdentifierAppleExerciseTime,24.0
2025-12-31,training_load_score,54.0
2025-12-31,stress_score,53.99377018947454
2026-01-01,HKCategoryValueSleepAnalysisAsleepCore,189.0
2026-01-01,HKCategoryValueSleepAnalysisAsleepDeep,56.0
2026-01-01,HKCategoryValueSleepAnalysisAsleepREM,69.0
2026-01-01,HKQuantityTypeIdentifierRestingHeartRate,83.0
2026-01-01,HKQuantityTypeIdentifierStepCount,2390.0
2026-01-01,HKQuantityTypeIdentifierAppleExerciseTime,23.0
2026-01-01,training_load_score,47.0
2026-01-01,stress_score,62.06175952650516
2026-01-02,HKCategoryValueSleepAnalysisAsleepCore,175.0
2026-01-02,HKCategoryValueSleepAnalysisAsleepDeep,52.0
2026-01-02,HKCategoryValueSleepAnalysisAsleepREM,63.0
2026-01-02,HKQuantityTypeIdentifierRestingHeartRate,89.0
2026-01-02,HKQuantityTypeIdentifierStepCount,2070.0
2026-01-02,HKQuantityTypeIdentifierAppleExerciseTime,20.0
2026-01-02,training_load_score,44.0
2026-01-02,stress_score,86.64260728871082
2026-01-03,HKCategoryValueSleepAnalysisAsleepCore,214.0
2026-01-03,HKCategoryValueSleepAnalysisAsleepDeep,63.0
2026-01-03,HKCategoryValueSleepAnalysisAsleepREM,77.0
2026-01-03,HKQuantityTypeIdentifierRestingHeartRate,73.0
2026-01-03,HKQuantityTypeIdentifierStepCount,1710.0
2026-01-03,HKQuantityTypeIdentifierAppleExerciseTime,17.0
2026-01-03,training_load_score,31.0
2026-01-03,stress_score,81.33488388587725
2026-01-04,HKCategoryValueSleepAnalysisAsleepCore,110.0
2026-01-04,HKCategoryValueSleepAnalysisAsleepDeep,32.0
2026-01-04,HKCategoryValueSleepAnalysisAsleepREM,39.0
2026-01-04,HKQuantityTypeIdentifierRestingHeartRate,93.0
2026-01-04,HKQuantityTypeIdentifierStepCount,2430.0
2026-01-04,HKQuantityTypeIdentifierAppleExerciseTime,24.0
2026-01-04,training_load_score,55.0
2026-01-04,stress_score,67.51479084941563
2026-01-05,HKCategoryValueSleepAnalysisAsleepCore,159.0
2026-01-05,HKCategoryValueSleepAnalysisAsleepDeep,47.0
2026-01-05,HKCategoryValueSleepAnalysisAsleepREM,58.0
2026-01-05,HKQuantityTypeIdentifierRestingHeartRate,85.0
2026-01-05,HKQuantityTypeIdentifierStepCount,2363.0
2026-01-05,HKQuantityTypeIdentifierAppleExerciseTime,23.0
2026-01-05,training_load_score,48.0
2026-01-05,stress_score,72.50183104592986
2026-01-06,HKCategoryValueSleepAnalysisAsleepCore,203.0
2026-01-06,HKCategoryValueSleepAnalysisAsleepDeep,60.0
2026-01-06,HKCategoryValueSleepAnalysisAsleepREM,73.0
2026-01-06,HKQuantityTypeIdentifierRestingHeartRate,86.0
2026-01-06,HKQuantityTypeIdentifierStepCount,2830.0
2026-01-06,HKQuantityTypeIdentifierAppleExerciseTime,28.0
2026-01-06,training_load_score,60.0
2026-01-06,stress_score,72.4784928683927
2026-01-07,HKCategoryValueSleepAnalysisAsleepCore,141.0
2026-01-07,HKCategoryValueSleepAnalysisAsleepDeep,41.0
2026-01-07,HKCategoryValueSleepAnalysisAsleepREM,51.0
2026-01-07,HKQuantityTypeIdentifierRestingHeartRate,85.0
2026-01-07,HKQuantityTypeIdentifierStepCount,1506.0
2026-01-07,HKQuantityTypeIdentifierAppleExerciseTime,15.0
2026-01-07,training_load_score,31.0
2026-01-07,stress_score,92.71518893279465
2026-01-08,HKCategoryValueSleepAnalysisAsleepCore,167.0
2026-01-08,HKCategoryValueSleepAnalysisAsleepDeep,49.0
2026-01-08,HKCategoryValueSleepAnalysisAsleepREM,60.0
2026-01-08,HKQuantityTypeIdentifierRestingHeartRate,83.0
2026-01-08,HKQuantityTypeIdentifierStepCount,2149.0
2026-01-08,HKQuantityTypeIdentifierAppleExerciseTime,21.0
2026-01-08,training_load_score,43.0
2026-01-08,stress_score,72.3674258571004
2026-01-09,HKCategoryValueSleepAnalysisAsleepCore,198.0
2026-01-09,HKCategoryValueSleepAnalysisAsleepDeep,59.0
2026-01-09,HKCategoryValueSleepAnalysisAsleepREM,72.0
2026-01-09,HKQuantityTypeIdentifierRestingHeartRate,100.0
2026-01-09,HKQuantityTypeIdentifierStepCount,1924.0
2026-01-09,HKQuantityTypeIdentifierAppleExerciseTime,19.0
2026-01-09,training_load_score,47.0
2026-01-09,stress_score,57.35891655311712
2026-01-10,HKCategoryValueSleepAnalysisAsleepCore,144.0
2026-01-10,HKCategoryValueSleepAnalysisAsleepDeep,43.0
2026-01-10,HKCategoryValueSleepAnalysisAsleepREM,52.0
2026-01-10,HKQuantityTypeIdentifierRestingHeartRate,77.0
2026-01-10,HKQuantityTypeIdentifierStepCount,2223.0
2026-01-10,HKQuantityTypeIdentifierAppleExerciseTime,22.0
2026-01-10,training_load_score,42.0
2026-01-10,stress_score,75.10481819667132
